genus_species,tnrs_accepted_name,clean_ejf,family_ejf,pathway
Lycium.oxycarpum,Lycium oxycarpum,Lycium oxycarpum,Solanaceae,C3
Lycium.prunus.spinosa,Lycium prunus-spinosa,Lycium prunus-spinosa,Solanaceae,C3
Lycium.sp.,Lycium,Lycium,Solanaceae,C3
Lycopodium.fastigiatum,Austrolycopodium fastigiatum,Austrolycopodium fastigiatum,Lycopodiaceae,C3
Lycurus.phleoides,Lycurus phleoides,Lycurus phleoides,Poaceae,C4
Lygodesmia.grandiflora,Lygodesmia grandiflora,Lygodesmia grandiflora,Compositae,C3
Lygodesmia.juncea,Lygodesmia juncea,Lygodesmia juncea,Compositae,C3
lymusclenus,,NA,NA,
Lysimachia.nummularium.L.,Lysimachia nummularia,Lysimachia nummularia,Primulaceae,C3
lysium_chilensis,Lycium chilense,Lycium chilense,Solanaceae,C3
Lythrum.hyssopifolia,Lythrum hyssopifolia,Lythrum hyssopifolia,Lythraceae,C3
Lythrum.hyssopifolium,,Lythrum hyssopifolium,Lythraceae,C3
maccir,,NA,NA,
Machaeranthera.canescens,Dieteria canescens,Dieteria canescens,Compositae,C3
Machaeranthera.grindelioides,Xanthisma grindelioides,Xanthisma grindelioides,Compositae,C3
Machaeranthera.tanacetifolia,Machaeranthera tanacetifolia,Machaeranthera tanacetifolia,Compositae,C3
Macroptilium.gibbosifolium,Macroptilium gibbosifolium,Macroptilium gibbosifolium,Leguminosae,C3
Madia.gracilis,Madia gracilis,Madia gracilis,Compositae,C3
Maihueniopsis_darwinii,Maihueniopsis darwinii,Maihueniopsis darwinii,Cactaceae,CAM?
Maireana appressa,Maireana appressa,Maireana appressa,Amaranthaceae,C3
Maireana brevifolia,Maireana brevifolia,Maireana brevifolia,Amaranthaceae,C3
Maireana decalvans,Maireana decalvans,Maireana decalvans,Amaranthaceae,C3
Maireana enchylaenoides,Maireana enchylaenoides,Maireana enchylaenoides,Amaranthaceae,C3
Maireana excavata,Maireana excavata,Maireana excavata,Amaranthaceae,C3
Maireana georgei,Maireana georgei,Maireana georgei,Amaranthaceae,C3
Maireana pentatropis,Maireana pentatropis,Maireana pentatropis,Amaranthaceae,C3
Maireana pyramidata,Maireana pyramidata,Maireana pyramidata,Amaranthaceae,C3
Maireana sclerolaenoides,Eriochiton sclerolaenoides,Eriochiton sclerolaenoides,Amaranthaceae,C3
Maireana sedifolia,Maireana sedifolia,Maireana sedifolia,Amaranthaceae,C3
Maireana trichoptera,Maireana trichoptera,Maireana trichoptera,Amaranthaceae,C3
Maireana triptera,Maireana triptera,Maireana triptera,Amaranthaceae,C3
Maireana turbinata,Maireana turbinata,Maireana turbinata,Amaranthaceae,C3
Maireana.enchylaenoides,Maireana enchylaenoides,Maireana enchylaenoides,Amaranthaceae,C3
Maireana.humillima,Maireana humillima,Maireana humillima,Amaranthaceae,C3
Malacothrix.sonchoides,Malacothrix sonchoides,Malacothrix sonchoides,Compositae,C3
Malcolmia.africana,Malcolmia africana,Malcolmia africana,Brassicaceae,C3
Malephora lutea,Malephora lutea,Malephora lutea,Aizoaceae,C3
Malephora..blou.vygie.witblom.,Malephora,Malephora,Aizoaceae,C3
Malephora.crocea,Malephora crocea,Malephora crocea,Aizoaceae,C3
Malus.domestica,Malus domestica,Malus domestica,Rosaceae,C3
Malva parviflora,Malva parviflora,Malva parviflora,Malvaceae,C3
Malva_neglecta,Malva neglecta,Malva neglecta,Malvaceae,C3
Malva.alcea,Malva alcea,Malva alcea,Malvaceae,C3
Malva.neglecta,Malva neglecta,Malva neglecta,Malvaceae,C3
Malva.parviflora,Malva parviflora,Malva parviflora,Malvaceae,C3
Malvastrum americanum,Malvastrum americanum,Malvastrum americanum,Malvaceae,C3
Malvastrum.coromandelianum,Malvastrum coromandelianum,Malvastrum coromandelianum,Malvaceae,C3
mara.1.uknown.forb,,NA,NA,
Margyricarpus_pinnatus,Margyricarpus pinnatus,Margyricarpus pinnatus,Rosaceae,C3
Margyricarpus.pinnatus,Margyricarpus pinnatus,Margyricarpus pinnatus,Rosaceae,C3
Marrubium vulgare,Marrubium vulgare,Marrubium vulgare,Lamiaceae,C3
Marrubium.vulgare,Marrubium vulgare,Marrubium vulgare,Lamiaceae,C3
Marsdenia australis,Marsdenia australis,Marsdenia australis,Apocynaceae,C3
Marsilea.conccina,Marsilea ancylopoda,Marsilea ancylopoda,Marsileaceae,C3
Matricaria.camomilla,,Matricaria chamomilla,Compositae,C3
Matthiola.parviflora,Matthiola parviflora,Matthiola parviflora,Brassicaceae,C3
MEAL6,,NA,NA,
Meconopsis_horridula,Meconopsis horridula,Meconopsis horridula,Papaveraceae,C3
Medicago arabica,Medicago arabica,Medicago arabica,Leguminosae,C3
Medicago laciniata,Medicago laciniata,Medicago laciniata,Leguminosae,C3
Medicago polymorpha,Medicago polymorpha,Medicago polymorpha,Leguminosae,C3
Medicago polymorpha var. vulgaris,Medicago polymorpha var. vulgaris,Medicago polymorpha var. vulgaris,Leguminosae,C3
Medicago truncatula,,Medicago truncatula,Leguminosae,C3
medicago_lupulina,,Medicago lupulina,Leguminosae,C3
Medicago_sp,Medicago,Medicago,Leguminosae,C3
Medicago.falcata,Medicago falcata,Medicago falcata,Leguminosae,C3
Medicago.falcata..incl..M..x.varia.,Medicago falcata,Medicago falcata,Leguminosae,C3
Medicago.italica,Medicago tornata subsp. helix,Medicago tornata subsp. helix,Leguminosae,C3
Medicago.laciniata,Medicago laciniata,Medicago laciniata,Leguminosae,C3
Medicago.littoralis,,Medicago littoralis,Leguminosae,C3
Medicago.lupulina,,Medicago lupulina,Leguminosae,C3
Medicago.minima,Medicago minima,Medicago minima,Leguminosae,C3
Medicago.orbicularis,Medicago orbicularis,Medicago orbicularis,Leguminosae,C3
Medicago.polymorpha,Medicago polymorpha,Medicago polymorpha,Leguminosae,C3
medicago.sativa,,Medicago sativa,Leguminosae,C3
Medicago.sp,Medicago,Medicago,Leguminosae,C3
Medicago.sp.,Medicago,Medicago,Leguminosae,C3
Medicago.truncatula,,Medicago truncatula,Leguminosae,C3
MELA,,NA,NA,
Melaleuca glomerata,Melaleuca glomerata,Melaleuca glomerata,Myrtaceae,C3
Melandrium.apricum_Turcz..ex.Fisch..et.Mey._Rohrb.,Silene aprica,Silene aprica,Caryophyllaceae,C3
Melhania_lumped,Melhania,Melhania,Malvaceae,C3
Melhania_ovata_.big.,Melhania ovata,Melhania ovata,Malvaceae,C3
Melhania_velutina,Melhania velutina,Melhania velutina,Malvaceae,C3
Melhania.acuminata,Melhania acuminata,Melhania acuminata,Malvaceae,C3
Melhania.forbesii,Melhania forbesii,Melhania forbesii,Malvaceae,C3
Melhania.prostrata,Melhania prostrata,Melhania prostrata,Malvaceae,C3
Melhania.spp.,Melhania,Melhania,Malvaceae,C3
Melica_brasiliana,Melica brasiliana,Melica brasiliana,Poaceae,C3
Melica.argyrea,Melica argyrea,Melica argyrea,Poaceae,C3
Melica.brasiliana,Melica brasiliana,Melica brasiliana,Poaceae,C3
Melica.bulbosa,Melica bulbosa,Melica bulbosa,Poaceae,C3
Melica.imperfecta,Melica imperfecta,Melica imperfecta,Poaceae,C3
Melilotoides.ruthenica_L._Sojak,Medicago ruthenica,Medicago ruthenica,Leguminosae,C3
melilotus_officinalis,,Melilotus officinalis,Leguminosae,C3
Melilotus.officinalis,,Melilotus officinalis,Leguminosae,C3
Melilotus.sulcatus,Melilotus sulcatus,Melilotus sulcatus,Leguminosae,C3
Melinis.nerviglumis,Melinis nerviglumis,Melinis nerviglumis,Poaceae,C4
Melinis.repens,Melinis repens,Melinis repens,Poaceae,C4
Melolobium.candicans,Melolobium candicans,Melolobium candicans,Leguminosae,C3
Menarda,,Phyllanthus nummulariifolius,Phyllanthaceae,C3
Menkea australis,Menkea australis,Menkea australis,Brassicaceae,C3
Mentha.pulegium,Mentha pulegium,Mentha pulegium,Lamiaceae,C3
Mentzelia.albicaulis,Mentzelia aspera,Mentzelia aspera,Loasaceae,C3
Merremia palmata,Merremia palmata,Merremia palmata,Convolvulaceae,C3
Merremia.pinnata..Hochst...Hallier.,Merremia pinnata,Merremia pinnata,Convolvulaceae,C3
Merrimea.palmata,Merremia palmata,Merremia palmata,Convolvulaceae,C3
Mertensia.paniculata,Mertensia paniculata,Mertensia paniculata,Boraginaceae,C3
Mesembryanthemum.sp.,Mesembryanthemum,Mesembryanthemum,Aizoaceae,CAM
Metha.longifolia,Mentha longifolia,Mentha longifolia,Lamiaceae,C3
Meum.athamanticum,Meum athamanticum,Meum athamanticum,Apiaceae,C3
mg1.ldb.unknown1,,NA,NA,
mg2.ldb.unknown1,,NA,NA,
mg3.ldb.unknown1,,NA,NA,
mg3.ldb.unknown2,,NA,NA,
mg3.ldb.unknown2.1,,NA,NA,
mgbr.1.uk.1,,NA,NA,
mgbr.1.uk.2,,NA,NA,
Mibora.minima,Mibora minima,Mibora minima,Poaceae,C3
Microbriza_poaemorpha,Microbriza poimorpha,Microbriza poimorpha,Poaceae,C3
Microbriza.poaemorpha,Microbriza poimorpha,Microbriza poimorpha,Poaceae,C3
Microchloa_kunthii,Microchloa kunthii,Microchloa kunthii,Poaceae,C4
Microchloa.caffra,Microchloa caffra,Microchloa caffra,Poaceae,C4
Microchloa.indica,Microchloa indica,Microchloa indica,Poaceae,C4
Microchloa.indica..L...Beauv.,Microchloa indica,Microchloa indica,Poaceae,C4
Microchloa.kunthii,Microchloa kunthii,Microchloa kunthii,Poaceae,C4
Microgynella.trifurcata,Microgyne trifurcata,Microgyne trifurcata,Compositae,C3
Microlaena.stipoides,Ehrharta stipoides,Ehrharta stipoides,Poaceae,C3
Microlaena.stipoides.var..stipoides,Microlaena stipoides var. stipoides,Ehrharta stipoides,Poaceae,C3
Micromeria.varia,Micromeria varia,Micromeria varia,Lamiaceae,C3
Micropsis_spathulata,Micropsis spathulata,Micropsis spathulata,Compositae,C3
Micropsis.spathulata,Micropsis spathulata,Micropsis spathulata,Compositae,C3
Micropus.californicus,Micropus californicus,Micropus californicus,Compositae,C3
Microseris.douglasii,Microseris douglasii,Microseris douglasii,Compositae,C3
Microseris.lanceolata,Microseris lanceolata,Microseris lanceolata,Compositae,C3
Microseris.scapigera,Microseris scapigera,Microseris scapigera,Compositae,C3
MICROSTERIS_GRACILLIS,Microsteris gracilis,Microsteris gracilis,Polemoniaceae,C3
Microtis unifolia,Microtis unifolia,Microtis unifolia,Orchidaceae,CAM?
Microtis.unifolia,Microtis unifolia,Microtis unifolia,Orchidaceae,CAM?
Microula_tibetica,Microula tibetica,Microula tibetica,Boraginaceae,C3
Mikania.scandens,Mikania scandens,Mikania scandens,Compositae,C3
Mimosa.rocae,Mimosa rocae,Mimosa rocae,Leguminosae,C3
Minuartia.laricifolia,Minuartia laricifolia,Minuartia laricifolia,Caryophyllaceae,C3
Minuartia.verna..L...Hirn,Minuartia verna,Minuartia verna,Caryophyllaceae,C3
Minuria denticulata,Minuria denticulata,Minuria denticulata,Compositae,C3
Minuria leptophylla,Minuria leptophylla,Minuria leptophylla,Compositae,C3
mirabilis_linearis,Mirabilis linearis,Mirabilis linearis,Nyctaginaceae,C3
Mirabilis.linearis,Mirabilis linearis,Mirabilis linearis,Nyctaginaceae,C3
Misopates.orontium,Misopates orontium,Misopates orontium,Plantaginaceae,C3
Mitchella.repens,Mitchella repens,Mitchella repens,Rubiaceae,C3
Mitracarpus.scaber.Zucc,Mitracarpus hirtus,Mitracarpus hirtus,Rubiaceae,C3
moehringia.lateriflora,Moehringia lateriflora,Moehringia lateriflora,Caryophyllaceae,C3
Moenchia erecta,Moenchia erecta,Moenchia erecta,Caryophyllaceae,C3
Moenchia.erecta,Moenchia erecta,Moenchia erecta,Caryophyllaceae,C3
Mollugo.nudicaulis,Mollugo nudicaulis,Mollugo nudicaulis,Molluginaceae,C3
Momordica.balsamina,Momordica balsamina,Momordica balsamina,Cucurbitaceae,C3
Momordica.charantia.,Momordica charantia,Momordica charantia,Cucurbitaceae,C3
Momordica.sp,Momordica,Momordica,Cucurbitaceae,C3
Monachather paradoxa,Monachather paradoxa,Monachather paradoxa,Poaceae,C3
Monanthes.anagensis,Monanthes anagensis,Monanthes anagensis,Crassulaceae,CAM?
Monanthes.laxiflora,Monanthes laxiflora,Monanthes laxiflora,Crassulaceae,CAM?
monarda_fistulosa,Monarda fistulosa,Monarda fistulosa,Lamiaceae,C3
Monechima.debile,Monechma debile,Monechma debile,Acanthaceae,C3
Monechma,Monechma,Monechma,Acanthaceae,C3
Monechma.ciliatum..jacq...Miln.Red.,Monechma ciliatum,Monechma ciliatum,Acanthaceae,C3
Monechma.incanum,Monechma incanum,Monechma incanum,Acanthaceae,C3
Monocot.1,,NA,NA,
Monocot.2,,NA,NA,
Monocot.5,,NA,NA,
Monsonia.augustifolia,Monsonia angustifolia,Monsonia angustifolia,Geraniaceae,C3
Morgania.spp,,Lindernia rotundifolia,Linderniaceae,C3
Moss,,NA,NA,
Muehlenbeckia.axillaris,,Muehlenbeckia axillaris,Polygonaceae,C3
Muhlenbergia_arenacea,Muhlenbergia arenacea,Muhlenbergia arenacea,Poaceae,C4
muhlenbergia_cuspidata,Muhlenbergia cuspidata,Muhlenbergia cuspidata,Poaceae,C4
Muhlenbergia_Porteri,Muhlenbergia,Muhlenbergia,Poaceae,C4
Muhlenbergia.rigida,Muhlenbergia rigida,Muhlenbergia rigida,Poaceae,C4
Muhlenbergia.torreyi,Muhlenbergia torreyi,Muhlenbergia torreyi,Poaceae,C4
Mulgideum.oblongifolium,Lactuca tatarica,Lactuca tatarica,Compositae,C3
MULINUM_SPINOSUM,Mulinum spinosum,Mulinum spinosum,Apiaceae,C3
MULINUM_VALENTINI,Mulinum valentini,Mulinum valentini,Apiaceae,C3
Mullago.nudicaulis,Mollugo nudicaulis,Mollugo nudicaulis,Molluginaceae,C4?
Muscari.commosum,Leopoldia comosa,Leopoldia comosa,Hyacinthaceae,C3
MUSH,,NA,NA,
Musineon.divaricatum,Musineon divaricatum,Musineon divaricatum,Apiaceae,C3
MUTITSIA_DECURRENS,Mutisia decurrens,Mutisia decurrens,Compositae,C3
MYAP,,NA,NA,
Myoporum platycarpum,,Myoporum platycarpum,Scrophulariaceae,C3
myosotis_stricta,Myosotis stricta,Myosotis stricta,Boraginaceae,C3
Myosotis.alpestris.F.W..Schmidt,Myosotis alpestris,Myosotis alpestris,Boraginaceae,C3
Myosotis.discolor,Myosotis discolor,Myosotis discolor,Boraginaceae,C3
Myosotis.ramosissima,Myosotis ramosissima,Myosotis ramosissima,Boraginaceae,C3
Myosotis.spp,Myosotis,Myosotis,Boraginaceae,C3
myosotis.stricta,Myosotis stricta,Myosotis stricta,Boraginaceae,C3
Myosotis.stricta,Myosotis stricta,Myosotis stricta,Boraginaceae,C3
Myrcianthes_cisplatensis,Myrcianthes cisplatensis,Myrcianthes cisplatensis,Myrtaceae,C3
Myrica.pensylvanica,Myrica pensylvanica,Myrica pensylvanica,Myricaceae,C3
Myriocephalus pluriflorus,Myriocephalus pluriflorus,Myriocephalus pluriflorus,Compositae,C3
NA,Cladonia rangiferina,Cladonia rangiferina,Cladoniaceae,C3
Narcissus.bulbocodium,Narcissus bulbocodium,Narcissus bulbocodium,Amaryllidaceae,C3
NARDOPHYLLUM_OBTUSIFOLIUM,Nardophyllum bryoides,Nardophyllum bryoides,Compositae,C3
Nardus.stricta,Nardus stricta,Nardus stricta,Poaceae,C3
Nardus.stricta.L.,Nardus stricta,Nardus stricta,Poaceae,C3
NASSAUVIA_abreviata,Nassauvia aculeata,Nassauvia aculeata,Compositae,C3
NASSAUVIA_ACULEATA,Nassauvia aculeata,Nassauvia aculeata,Compositae,C3
NASSAUVIA_GLOMERULOSA,Nassauvia glomerulosa,Nassauvia glomerulosa,Compositae,C3
Nassella.cernua,Nassella cernua,Nassella cernua,Poaceae,C3
Nassella.filiculmis,Nassella filiculmis,Nassella filiculmis,Poaceae,C3
Nassella.lepida,Nassella lepida,Nassella lepida,Poaceae,C3
Nassella.melanosperma,Nassella melanosperma,Nassella melanosperma,Poaceae,C3
Nassella.nessiana,Nassella neesiana,Nassella neesiana,Poaceae,C3
Nassella.pulchra,Nassella pulchra,Nassella pulchra,Poaceae,C3
Nassella.sp.,Nassella,Nassella,Poaceae,C3
Nassella.tricotoma,Nassella trichotoma,Nassella trichotoma,Poaceae,C3
Nassella.viridula,Nassella viridula,Nassella viridula,Poaceae,C3
Navarretia.atractyloides,Navarretia atractyloides,Navarretia atractyloides,Polemoniaceae,C3
Navarretia.jaredii,Navarretia jaredii,Navarretia jaredii,Polemoniaceae,C3
Navarretia.sp,Navarretia,Navarretia,Polemoniaceae,C3
Neatostema.apulum,Neatostema apulum,Neatostema apulum,Boraginaceae,C3
NEBR,,NA,NA,
Nelsonia.canescens..Lam..,Nelsonia canescens,Nelsonia canescens,Acanthaceae,C3
nepeta,Nepeta,Nepeta,Lamiaceae,C3
Nepeta_discolor,Nepeta discolor,Nepeta discolor,Lamiaceae,C3
Neptunia.monosperma,Neptunia monosperma,Neptunia monosperma,Leguminosae,C3
Neurachne.sp.,Neurachne,Neurachne,Poaceae,NA
Nicotiana,Nicotiana,Nicotiana,Solanaceae,C3
Nicotiana glauca,Nicotiana glauca,Nicotiana glauca,Solanaceae,C3
Nigritella.nigra,Gymnadenia nigra,Gymnadenia nigra,Orchidaceae,CAM?
Nigritella.nigra..L...Rchb.,Gymnadenia nigra,Gymnadenia nigra,Orchidaceae,CAM?
Nostoc.Rel.,,NA,NA,
Not.identified.1,,NA,NA,
Not.identified.2,,NA,NA,
Not.identified.3,,NA,NA,
Not.identified.4,,NA,NA,
Not.identified.5,,NA,NA,
Not.identified.6,,NA,NA,
Not.identified.7,,NA,NA,
Not.identified.8,,NA,NA,
Nothocalais.cuspidata,Nothocalais cuspidata,Nothocalais cuspidata,Compositae,C3
Nothoscordum.inodorum,Nothoscordum gracile,Nothoscordum gracile,Amaryllidaceae,C3
Notoceras.bicorne,Notoceras bicorne,Notoceras bicorne,Brassicaceae,C3
Npiz..feuille.longue.,,NA,NA,
Ocimum,Ocimum,Ocimum,Lamiaceae,C3
Ocimum americanum,Ocimum americanum,Ocimum americanum,Lamiaceae,C3
Ocimum.americanum,Ocimum americanum,Ocimum americanum,Lamiaceae,C3
Ocimum.gratissimum,Ocimum gratissimum,Ocimum gratissimum,Lamiaceae,C3
Ocimum.sp,Ocimum,Ocimum,Lamiaceae,C3
Ocinum.sp,Ocimum,Ocimum,Lamiaceae,C3
Oenotera.parodiana,Oenothera parodiana,Oenothera parodiana,Onagraceae,C3
Oenothera,Oenothera,Oenothera,Onagraceae,C3
OENOTHERA_CONTORTA,Oenothera contorta,Oenothera contorta,Onagraceae,C3
oenothera_speciosa,Oenothera speciosa,Oenothera speciosa,Onagraceae,C3
Oenothera-like ,,NA,NA,
Oenothera.albicaulis,Oenothera albicaulis,Oenothera albicaulis,Onagraceae,C3
Oenothera.biennis,Oenothera biennis,Oenothera biennis,Onagraceae,C3
Oenothera.biennis.s.l.,Oenothera biennis,Oenothera biennis,Onagraceae,C3
Oenothera.caespitosa,,Oenothera caespitosa,Onagraceae,C3
Oenothera.coronopifolia,Oenothera coronopifolia,Oenothera coronopifolia,Onagraceae,C3
Oenothera.pallida,Oenothera pallida,Oenothera pallida,Onagraceae,C3
Oenothera.sp.,Oenothera,Oenothera,Onagraceae,C3
Oenothera.spp.,Oenothera,Oenothera,Onagraceae,C3
Oenothera.suffructescens,Gaura coccinea,Gaura coccinea,Onagraceae,C3
Oldenlandia.herbacea,Oldenlandia herbacea,Oldenlandia herbacea,Rubiaceae,C3
Olearia muelleri,Olearia muelleri,Olearia muelleri,Compositae,C3
Olearia pimeleoides,Olearia pimeleoides,Olearia pimeleoides,Compositae,C3
Olearia tenuifolia,Olearia tenuifolia,Olearia tenuifolia,Compositae,C3
Omphalolappula concava,Echinospermum concavum,Echinospermum concavum,Brassicaceae,C3
Onobrychis.viciifolia,Onobrychis viciifolia,Onobrychis viciifolia,Leguminosae,C3
Ononis.hesperia,Ononis hesperia,Ononis hesperia,Leguminosae,C3
Ononis.reclinata,,Ononis reclinata,Leguminosae,C3
Ononis.repens,,Ononis spinosa subsp. procurrens,Leguminosae,C3
Ononis.serrata,Ononis serrata,Ononis serrata,Leguminosae,C3
Opercularia.ovata,Opercularia ovata,Opercularia ovata,Rubiaceae,C3
OPFR,,NA,NA,
Ophioglossum lusitanicum ssp. coriaceum,Ophioglossum lusitanicum subsp. coriaceum,Ophioglossum lusitanicum subsp. coriaceum,Ophioglossaceae,C3
ophioglossum_vulgatum,Ophioglossum vulgatum,Ophioglossum vulgatum,Ophioglossaceae,C3
Ophioglossum.crotalophoroides,Ophioglossum crotalophoroides,Ophioglossum crotalophoroides,Ophioglossaceae,C3
Ophioglossum.polyphyllum,Ophioglossum polyphyllum,Ophioglossum polyphyllum,Ophioglossaceae,C3
OPP,,NA,NA,
Opposite.narrow.leaf.forb,,NA,NA,
Opuntia,Opuntia,Opuntia,Cactaceae,CAM?
Opuntia_imbricata,Cylindropuntia imbricata,Cylindropuntia imbricata,Cactaceae,CAM?
Opuntia_leptocaulis,Cylindropuntia leptocaulis,Cylindropuntia leptocaulis,Cactaceae,CAM?
Opuntia_phaeacantha,Opuntia phaeacantha,Opuntia phaeacantha,Cactaceae,CAM?
Opuntia_violacea,Opuntia macrocentra,Opuntia macrocentra,Cactaceae,CAM?
Opuntia.echinocarpa,Cylindropuntia echinocarpa,Cylindropuntia echinocarpa,Cactaceae,CAM?
opuntia.fragilis,Opuntia fragilis,Opuntia fragilis,Cactaceae,CAM?
Opuntia.fragilis,Opuntia fragilis,Opuntia fragilis,Cactaceae,CAM?
Opuntia.maxima,Opuntia maxima,Opuntia maxima,Cactaceae,CAM?
Opuntia.polyacantha,Opuntia polyacantha,Opuntia polyacantha,Cactaceae,CAM?
Opuntia.ramosissima,Cylindropuntia ramosissima,Cylindropuntia ramosissima,Cactaceae,CAM?
Opuntia.sp.,Opuntia,Opuntia,Cactaceae,CAM?
Opuntia.spp,Opuntia,Opuntia,Cactaceae,CAM?
Orbea  rogersii,,Orbea rogersii,Apocynaceae,C3
Orchid.sp.1,Orchis,Orchis,Orchidaceae,CAM?
Orchis.coriophora,Anacamptis coriophora,Anacamptis coriophora,Orchidaceae,CAM?
Orchis.mascula,Orchis mascula,Orchis mascula,Orchidaceae,CAM?
Oreobolus.pectinatus,Oreobolus pectinatus,Oreobolus pectinatus,Cyperaceae,C3-C4
Ormocarpum.trichocarpum,Ormocarpum trichocarpum,Ormocarpum trichocarpum,Leguminosae,C3
Ornithogalum.narbonense,Ornithogalum narbonense,Ornithogalum narbonense,Hyacinthaceae,C3
Ornithopus.perpusillus,Ornithopus perpusillus,Ornithopus perpusillus,Leguminosae,C3
Ornitogallum.umbellatum,Ornithogalum umbellatum,Ornithogalum umbellatum,Hyacinthaceae,C3
Ornitopus.compressus,,Ornithopus compressus,Leguminosae,C3
Orobanche.fasciculata,Orobanche fasciculata,Orobanche fasciculata,Orobanchaceae,C3
orobanche.fasciculata,Orobanche fasciculata,Orobanche fasciculata,Orobanchaceae,C3
Orobanche.ludoviciana,Orobanche ludoviciana,Orobanche ludoviciana,Orobanchaceae,C3
Orobanche.ramosa,Orobanche ramosa,Orobanche ramosa,Orobanchaceae,C3
Oropetium.capense,Oropetium capense,Oropetium capense,Poaceae,C4
Orostachys.fimbriatus_Turcz._Berger,Orostachys fimbriata,Orostachys fimbriata,Crassulaceae,CAM?
orthocarpus.luteus,Orthocarpus luteus,Orthocarpus luteus,Orobanchaceae,C3
Orthocarpus.luteus,Orthocarpus luteus,Orthocarpus luteus,Orobanchaceae,C3
Orthosiphon_parvifolius,Orthosiphon parvifolius,Orthosiphon parvifolius,Lamiaceae,C3
Oryzopsis.hymenalis,Oryzopsis hymenoides,Oryzopsis hymenoides,Poaceae,C3
Oryzopsis.hymenoides,Oryzopsis hymenoides,Oryzopsis hymenoides,Poaceae,C3
Oscimum,Ocimum,Ocimum,Lamiaceae,C3
Osteospermum,,Osteospermum,Compositae,C3
Osteospermum sinuatum,Osteospermum sinuatum,Osteospermum sinuatum,Compositae,C3
Osteospermum.sinuatum,Osteospermum sinuatum,Osteospermum sinuatum,Compositae,C3
Osteospermum.vaillantii,Tripteris vaillantii,Tripteris vaillantii,Compositae,C3
Other_forbs,,NA,NA,
Other.grass_,,NA,NA,
Other.spp,,NA,NA,
Othonna.pavonia,Othonna pavonia,Othonna pavonia,Compositae,C3
Othonna.sedifolia,Othonna sedifolia,Othonna sedifolia,Compositae,C3
Oxalis perennans,Oxalis perennans,Oxalis perennans,Oxalidaceae,CAM
Oxalis radicosa,Oxalis corniculata,Oxalis corniculata,Oxalidaceae,CAM
Oxalis sp.,Oxalis,Oxalis,Oxalidaceae,CAM
Oxalis_sp,Oxalis,Oxalis,Oxalidaceae,CAM
OXALIS_SQUAMOSA.RADICOSA,Oxalis squarrosa,Oxalis squarrosa,Oxalidaceae,CAM
