genus_species,species_matched,AccSpeciesID,AccSpeciesName,ObsNum,ObsGRNum,MeasNum,MeasGRNum,TraitNum,match,old
symphyotrichum praealtum,Symphyotrichum praealtum,264918,Symphyotrichum praealtum var. praealtum,4,NA,6,NA,1,1,Symphyotrichum praealtum var. praealtum
symphyotrichum praealtum,Symphyotrichum praealtum,390170,Symphyotrichum praealtum var. angustior,1,NA,1,NA,1,1,Symphyotrichum praealtum
symphyotrichum praealtum,Symphyotrichum praealtum,390171,Symphyotrichum praealtum var. nebraskense,1,NA,1,NA,1,1,Symphyotrichum praealtum var. nebraskense
symphyotrichum praealtum,Symphyotrichum praealtum,390172,Symphyotrichum praealtum var. subasperum,2,NA,2,NA,1,1,Symphyotrichum praealtum
verbena hastata,Verbena hastata,56026,Verbena hastata,142,82,725,477,66,1,Verbena hastata
vernonia baldwini,Vernonia baldwinii,56084,Vernonia baldwinii,75,34,421,250,47,1,Vernonia baldwinii
vernonia baldwini,Vernonia baldwinii,398796,Vernonia baldwinii subsp. baldwinii,1,NA,1,NA,1,1,Vernonia baldwinii
vernonia baldwini,Vernonia baldwinii,398797,Vernonia baldwinii subsp. interior,2,NA,2,NA,1,1,Vernonia baldwinii
veronica peregrina,Veronica peregrina,56267,Veronica peregrina,324,28,558,76,122,1,Veronica peregrina
veronica peregrina,Veronica peregrina,269443,Veronica peregrina ssp. peregrina,15,NA,33,NA,25,1,Veronica peregrina
veronica peregrina,Veronica peregrina,269444,Veronica peregrina ssp. xalapensis,4,NA,4,NA,4,1,Veronica peregrina
veronica peregrina,Veronica peregrina,269445,Veronica peregrina subsp. xalapensis,7,NA,11,NA,3,1,Veronica peregrina
barbarea vulgaris,Barbarea vulgaris,6903,Barbarea vulgaris,754,18,2010,99,159,1,Barbarea vulgaris
carex bushii,Carex bushii,64303,Carex bushii,14,NA,105,NA,51,1,Carex bushii
cichorium intybus,Cichorium intybus,12917,Cichorium intybus,483,40,1344,261,233,1,Cichorium intybus
cichorium intybus,Cichorium intybus,214125,Cichorium intybus subsp. intybus,6,NA,12,NA,11,1,Cichorium intybus
cornus drummondi,Cornus drummondii,14571,Cornus drummondii,71,34,471,312,87,1,Cornus drummondii
daucus carota,Daucus carota,17041,Daucus carota,1863,362,6211,2195,324,1,Daucus carota
daucus carota,Daucus carota,219860,Daucus carota subsp. carota,8,NA,20,NA,11,1,Daucus carota
daucus carota,Daucus carota,219861,Daucus carota subsp. drepanensis,2,NA,6,NA,5,1,Daucus carota
daucus carota,Daucus carota,219862,Daucus carota subsp. gummifer,9,NA,13,NA,2,1,Daucus carota
daucus carota,Daucus carota,219863,Daucus carota subsp. halophilus,6,NA,10,NA,4,1,Daucus carota
daucus carota,Daucus carota,219864,Daucus carota subsp. hispanicus,3,1,31,22,23,1,Daucus carota
daucus carota,Daucus carota,219865,Daucus carota subsp. maximus,11,NA,27,NA,12,1,Daucus carota
daucus carota,Daucus carota,219866,Daucus carota subsp. sativus,6,NA,19,NA,14,1,Daucus carota
eragrostis trichodes,Eragrostis trichodes,21363,Eragrostis trichodes,34,1,136,7,60,1,Eragrostis trichodes
chamaesyce nutans,Euphorbia nutans,23519,Euphorbia nutans,166,59,680,468,93,1,Euphorbia nutans
gaura longiflora,Gaura longiflora,68068,Gaura longiflora,71,55,303,277,24,1,Gaura longiflora
hesperis matronalis,Hesperis matronalis,28585,Hesperis matronalis,420,24,1018,126,163,1,Hesperis matronalis
hesperis matronalis,Hesperis matronalis,233219,Hesperis matronalis subsp. candida,6,NA,7,NA,6,1,Hesperis matronalis
hesperis matronalis,Hesperis matronalis,233220,Hesperis matronalis subsp. nivea,3,NA,8,NA,4,1,Hesperis matronalis
hibiscus trionum,Hibiscus trionum,28826,Hibiscus trionum,158,9,305,49,103,1,Hibiscus trionum
ipomoea lacunosa,Ipomoea lacunosa,30757,Ipomoea lacunosa,13,NA,17,NA,10,1,Ipomoea lacunosa
iva annua,Iva annua,68787,Iva annua,29,4,57,24,19,1,Iva annua
juncus interior,Juncus interior,31491,Juncus interior,23,1,117,4,52,1,Juncus interior
juncus interior,Juncus interior,335455,Juncus interior var. interior,1,NA,1,NA,1,1,Juncus interior
lactuca saligna,Lactuca saligna,32127,Lactuca saligna,235,7,466,66,125,1,Lactuca saligna
morus alba,Morus alba,37299,Morus alba,451,71,1295,551,218,1,Morus alba
morus alba,Morus alba,242967,Morus alba var. tatarica,3,NA,4,NA,2,1,Morus alba
oenothera missouriensis,Oenothera missouriensis,38738,Oenothera missouriensis,13,NA,15,NA,9,1,Oenothera missouriensis
polygonum ramosissimum,Polygonum ramosissimum,43275,Polygonum ramosissimum,27,5,63,31,23,1,Polygonum ramosissimum
polygonum ramosissimum,Polygonum ramosissimum,254029,Polygonum ramosissimum subsp. prolificum,11,NA,15,NA,6,1,Polygonum ramosissimum subsp. prolificum
polygonum ramosissimum,Polygonum ramosissimum,368926,Polygonum ramosissimum var. ramosissimum,2,NA,2,NA,1,1,Polygonum ramosissimum
pycnanthemum tenuifolium,Pycnanthemum tenuifolium,45135,Pycnanthemum tenuifolium,159,141,688,634,48,1,Pycnanthemum tenuifolium
rhus typhina,Rhus typhina,46375,Rhus typhina,1183,33,2893,264,198,1,Rhus typhina
setaria faberii,Setaria faberi,49858,Setaria faberi,85,11,211,81,58,1,Setaria faberi
setaria glauca,Pennisetum glaucum,40858,Pennisetum glaucum,226,88,944,589,138,1,Pennisetum glaucum
sida spinosa,Sida spinosa,50102,Sida spinosa,114,6,192,35,53,1,Sida spinosa
silphium perfoliatum,Silphium perfoliatum,50309,Silphium perfoliatum,32,NA,119,NA,53,1,Silphium perfoliatum
silphium perfoliatum,Silphium perfoliatum,261637,Silphium perfoliatum var. perfoliatum,5,NA,5,NA,2,1,Silphium perfoliatum var. perfoliatum
silphium perfoliatum,Silphium perfoliatum,384948,Silphium perfoliatum var. connatum,3,NA,3,NA,1,1,Silphium perfoliatum
sonchus asper,Sonchus asper,50914,Sonchus asper,4730,642,13257,5081,190,1,Sonchus asper
sonchus asper,Sonchus asper,263061,Sonchus asper subsp. asper,18,13,90,72,19,1,Sonchus asper subsp. asper
sonchus asper,Sonchus asper,263062,Sonchus asper subsp. glaucescens,4,NA,13,NA,9,1,Sonchus asper subsp. glaucescens
torilis arvensis,Torilis arvensis,54487,Torilis arvensis,189,31,405,81,128,1,Torilis arvensis
torilis arvensis,Torilis arvensis,267299,Torilis arvensis ssp. arvensis,4,NA,4,NA,4,1,Torilis arvensis
torilis arvensis,Torilis arvensis,267300,Torilis arvensis ssp. heterophylla,4,NA,4,NA,4,1,Torilis arvensis
torilis arvensis,Torilis arvensis,267301,Torilis arvensis subsp. arvensis,3,NA,8,NA,4,1,Torilis arvensis
torilis arvensis,Torilis arvensis,267302,Torilis arvensis subsp. elongata,10,NA,16,NA,6,1,Torilis arvensis
torilis arvensis,Torilis arvensis,267303,Torilis arvensis subsp. heterophylla,9,NA,19,NA,11,1,Torilis arvensis
torilis arvensis,Torilis arvensis,267304,Torilis arvensis subsp. neglecta,20,NA,26,NA,9,1,Torilis arvensis
verbena urticifolia,Verbena urticifolia,56039,Verbena urticifolia,50,15,191,119,29,1,Verbena urticifolia
zizia aurea,Zizia aurea,57527,Zizia aurea,99,61,415,293,56,1,Zizia aurea
antennaria rosea,Antennaria rosea,3936,Antennaria rosea,55,31,214,176,31,1,Antennaria rosea
antennaria rosea,Antennaria rosea,203320,Antennaria rosea subsp. arida,7,NA,8,NA,1,1,Antennaria rosea
antennaria rosea,Antennaria rosea,203321,Antennaria rosea subsp. confinis,28,3,203,171,41,1,Antennaria rosea
antennaria rosea,Antennaria rosea,203322,Antennaria rosea subsp. rosea,12,NA,13,NA,1,1,Antennaria rosea
antennaria rosea,Antennaria rosea,279245,Antennaria rosea subsp. pulvinata,13,NA,13,NA,1,1,Antennaria rosea
astragalus laxmannii,Astragalus laxmannii,205686,Astragalus laxmannii,21,15,121,115,14,1,Astragalus laxmannii
astragalus laxmannii,Astragalus laxmannii,283818,Astragalus laxmannii subsp. robustior,1,NA,1,NA,1,1,Astragalus laxmannii
astragalus laxmannii,Astragalus laxmannii,283819,Astragalus laxmannii var. tananaicus,1,NA,1,NA,1,1,Astragalus laxmannii var. tananaicus
astragalus shortianus,Astragalus shortianus,75847,Astragalus shortianus,24,15,126,115,15,1,Astragalus shortianus
lappula redowskii,Lappula redowskii,32352,Lappula redowskii,23,2,53,25,25,1,Lappula redowskii
lesquerella montana,Physaria montana,250566,Physaria montana,28,15,135,115,18,1,Physaria montana
linaria dalmatica,Linaria dalmatica,33530,Linaria dalmatica,181,92,607,449,100,1,Linaria dalmatica
linaria dalmatica,Linaria dalmatica,237955,Linaria dalmatica ssp. dalmatica,3,NA,5,NA,2,1,Linaria dalmatica
linaria dalmatica,Linaria dalmatica,237956,Linaria dalmatica subsp. dalmatica,4,NA,4,NA,1,1,Linaria dalmatica
linaria dalmatica,Linaria dalmatica,340703,Linaria dalmatica subsp. macedonica,2,NA,2,NA,1,1,Linaria dalmatica
musineon divaricatum,Musineon divaricatum,37464,Musineon divaricatum,38,19,160,134,26,1,Musineon divaricatum
musineon divaricatum,Musineon divaricatum,351320,Musineon divaricatum var. divaricatum,1,NA,1,NA,1,1,Musineon divaricatum
musineon divaricatum,Musineon divaricatum,351321,Musineon divaricatum var. hookeri,2,NA,2,NA,1,1,Musineon divaricatum var. hookeri
oxytropis lambertii,Oxytropis lambertii,39669,Oxytropis lambertii,115,87,478,331,80,1,Oxytropis lambertii
oxytropis lambertii,Oxytropis lambertii,246142,Oxytropis lambertii subsp. bigelovii,6,NA,10,NA,2,1,Oxytropis lambertii
oxytropis lambertii,Oxytropis lambertii,246143,Oxytropis lambertii var. bigelovii,3,NA,5,NA,1,1,Oxytropis lambertii
oxytropis lambertii,Oxytropis lambertii,357908,Oxytropis lambertii var. articulata,2,NA,2,NA,1,1,Oxytropis lambertii
oxytropis lambertii,Oxytropis lambertii,357909,Oxytropis lambertii var. lambertii,1,NA,1,NA,1,1,Oxytropis lambertii
tetraneuris acaulis,Tetraneuris acaulis,265898,Tetraneuris acaulis,88,17,306,133,27,1,Tetraneuris acaulis
tetraneuris acaulis,Tetraneuris acaulis,392704,Tetraneuris acaulis var. acaulis,2,NA,2,NA,1,1,Tetraneuris acaulis
tetraneuris acaulis,Tetraneuris acaulis,392705,Tetraneuris acaulis var. arizonica,2,NA,2,NA,1,1,Tetraneuris acaulis
tetraneuris acaulis,Tetraneuris acaulis,392706,Tetraneuris acaulis var. caespitosa,2,NA,2,NA,1,1,Tetraneuris acaulis
tetraneuris acaulis,Tetraneuris acaulis,392707,Tetraneuris acaulis var. epunctata,2,NA,2,NA,1,1,Tetraneuris acaulis
cymopterus acaulis,Cymopterus glomeratus,219126,Cymopterus glomeratus,29,NA,40,NA,9,1,Cymopterus glomeratus
cymopterus acaulis,Cymopterus glomeratus,305960,Cymopterus acaulis var. acaulis,1,NA,1,NA,1,1,Cymopterus glomeratus
erigeron pumilus,Erigeron pumilus,21668,Erigeron pumilus,44,18,230,197,34,1,Erigeron pumilus
erigeron pumilus,Erigeron pumilus,317129,Erigeron pumilus subsp. intermedius,3,NA,3,NA,1,1,Erigeron pumilus
erigeron pumilus,Erigeron pumilus,317130,Erigeron pumilus subsp. pumilus,1,NA,1,NA,1,1,Erigeron pumilus
astragalus drummondii,Astragalus drummondii,65823,Astragalus drummondii,30,15,139,115,19,1,Astragalus drummondii
eriogonum alatum,Eriogonum alatum,21756,Eriogonum alatum,96,72,256,215,41,1,Eriogonum alatum
eriogonum alatum,Eriogonum alatum,317431,Eriogonum alatum var. glabriusculum,1,NA,1,NA,1,1,Eriogonum alatum var. glabriusculum
escobaria vivipara,Escobaria vivipara,67758,Escobaria vivipara,59,NA,74,NA,10,1,Escobaria vivipara
escobaria vivipara,Escobaria vivipara,318404,Escobaria vivipara var. radiosa,1,NA,1,NA,1,1,Escobaria vivipara
escobaria vivipara,Escobaria vivipara,318405,Escobaria vivipara var. vivipara,1,NA,1,NA,1,1,Escobaria vivipara
grindelia squarrosa,Grindelia squarrosa,27050,Grindelia squarrosa,68,23,285,216,41,1,Grindelia squarrosa
grindelia squarrosa,Grindelia squarrosa,231766,Grindelia nuda,5,NA,7,NA,1,1,Grindelia squarrosa
grindelia squarrosa,Grindelia squarrosa,325884,Grindelia nuda var. aphanactis,2,NA,2,NA,1,1,Grindelia squarrosa
grindelia squarrosa,Grindelia squarrosa,325885,Grindelia nuda var. nuda,1,NA,1,NA,1,1,Grindelia squarrosa
potentilla pensylvanica,Potentilla pensylvanica,43708,Potentilla pensylvanica,58,15,179,115,23,1,Potentilla pensylvanica
potentilla pensylvanica,Potentilla pensylvanica,254651,Potentilla pensylvanica var. litoralis,4,NA,3,NA,1,1,Potentilla pensylvanica var. litoralis
potentilla pensylvanica,Potentilla pensylvanica,369761,Potentilla pensylvanica var. pensylvanica,1,NA,1,NA,1,1,Potentilla pensylvanica
townsendia grandiflora,Townsendia grandiflora,267373,Townsendia grandiflora,5,NA,7,NA,3,1,Townsendia grandiflora
collomia linearis,Collomia linearis,13912,Collomia linearis,25,3,69,33,30,1,Collomia linearis
cirsium ochrocentrum,Cirsium ochrocentrum,214502,Cirsium ochrocentrum,9,NA,14,NA,5,1,Cirsium ochrocentrum
cirsium ochrocentrum,Cirsium ochrocentrum,214503,Cirsium ochrocentrum subsp. ochrocentrum,3,NA,5,NA,1,1,Cirsium ochrocentrum
cirsium ochrocentrum,Cirsium ochrocentrum,298325,Cirsium ochrocentrum subsp. martinii,1,NA,1,NA,1,1,Cirsium ochrocentrum
dieteria canescens,Dieteria canescens,220900,Dieteria canescens,127,70,383,315,39,1,Dieteria canescens
dieteria canescens,Dieteria canescens,220901,Dieteria canescens var. glabra,9,NA,11,NA,1,1,Dieteria canescens
dieteria canescens,Dieteria canescens,220902,Dieteria canescens var. shastensis,16,NA,20,NA,1,1,Dieteria canescens
dieteria canescens,Dieteria canescens,239186,Machaeranthera canescens ssp. canescens,2,NA,2,NA,2,1,Dieteria canescens
dieteria canescens,Dieteria canescens,309707,Dieteria canescens var. ambigua,2,NA,2,NA,1,1,Dieteria canescens
dieteria canescens,Dieteria canescens,309708,Dieteria canescens var. aristata,3,NA,3,NA,1,1,Dieteria canescens
dieteria canescens,Dieteria canescens,309709,Dieteria canescens var. canescens,23,NA,23,NA,1,1,Dieteria canescens
dieteria canescens,Dieteria canescens,309710,Dieteria canescens var. leucanthemifolia,3,NA,3,NA,1,1,Dieteria canescens
dieteria canescens,Dieteria canescens,309711,Dieteria canescens var. sessiliflora,3,NA,3,NA,1,1,Dieteria canescens
helianthus pumilus,Helianthus pumilus,28150,Helianthus pumilus,17,NA,34,NA,11,1,Helianthus pumilus
artemisia dracunculus,Artemisia dracunculus,5184,Artemisia dracunculus,209,83,632,390,120,1,Artemisia dracunculus
artemisia dracunculus,Artemisia dracunculus,75423,Artemisia glauca,9,6,20,18,5,1,Artemisia dracunculus
artemisia dracunculus,Artemisia dracunculus,355262,Oligosporus dracunculus,3,NA,3,NA,1,1,Artemisia dracunculus
descurainia pinnata,Descurainia pinnata,17409,Descurainia pinnata,48,2,76,9,15,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,220418,Descurainia pinnata subsp. brachycarpa,14,NA,18,NA,7,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,220419,Descurainia pinnata subsp. glabra,8,NA,8,NA,2,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,220420,Descurainia pinnata subsp. halictorum,9,NA,13,NA,3,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,220421,Descurainia pinnata subsp. nelsonii,3,NA,5,NA,1,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,220422,Descurainia pinnata subsp. ochroleuca,12,NA,17,NA,6,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,308637,Descurainia pinnata ssp. halictorum,2,NA,2,NA,1,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,308638,Descurainia pinnata subsp. filipes,1,NA,1,NA,1,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,308639,Descurainia pinnata subsp. intermedia,2,NA,2,NA,1,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,308640,Descurainia pinnata subsp. menziesii,4,NA,4,NA,1,1,Descurainia pinnata
descurainia pinnata,Descurainia pinnata,308641,Descurainia pinnata subsp. paysonii,1,NA,1,NA,1,1,Descurainia pinnata
aristida purpurea,Aristida purpurea,4931,Aristida purpurea,117,67,375,237,62,1,Aristida purpurea
echinocereus viridiflorus,Echinocereus viridiflorus,222474,Echinocereus viridiflorus,18,NA,22,NA,5,1,Echinocereus viridiflorus
echinocereus viridiflorus,Echinocereus viridiflorus,222475,Echinocereus viridiflorus var. davisii,3,NA,5,NA,1,1,Echinocereus viridiflorus
echinocereus viridiflorus,Echinocereus viridiflorus,313492,Echinocereus viridiflorus var. correllii,1,NA,1,NA,1,1,Echinocereus viridiflorus
nassella viridula,Nassella viridula,37765,Nassella viridula,44,9,184,47,60,1,Nassella viridula
draba nemorosa,Draba nemorosa,19225,Draba nemorosa,94,7,216,74,71,1,Draba nemorosa
paronychia sessiliflora,Paronychia sessiliflora,40395,Paronychia sessiliflora,8,NA,10,NA,6,1,Paronychia sessiliflora
delphinium geyeri,Delphinium geyeri,67228,Delphinium geyeri,10,NA,15,NA,7,1,Delphinium geyeri
andropogon ternarius,Andropogon ternarius,3629,Andropogon ternarius,26,NA,123,NA,51,1,Andropogon ternarius
cyperus acuminatus,Cyperus acuminatus,64405,Cyperus acuminatus,17,4,127,26,63,1,Cyperus acuminatus
hordeum pusillum,Hordeum pusillum,29536,Hordeum pusillum,51,6,322,37,87,1,Hordeum pusillum
senecio plattensis,Senecio plattensis,49604,Senecio plattensis,13,1,20,3,9,1,Senecio plattensis
tragia ramosa,Tragia ramosa,54624,Tragia ramosa,72,52,506,468,21,1,Tragia ramosa
androsace occidentalis,Androsace occidentalis,3651,Androsace occidentalis,28,10,74,49,16,1,Androsace occidentalis
linum rigidum,Linum rigidum,33651,Linum rigidum,35,3,57,9,14,1,Linum rigidum
linum rigidum,Linum rigidum,340937,Linum rigidum var. simulans,1,NA,1,NA,1,1,Linum rigidum var. simulans
euphorbia davidii,Euphorbia davidii,226016,Euphorbia davidii,5,NA,6,NA,2,1,Euphorbia davidii
schrankia nuttallii,Mimosa quadrivalvis,36839,Mimosa quadrivalvis,84,51,528,465,23,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242229,Mimosa quadrivalvis var. angustata,29,NA,44,NA,9,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242230,Mimosa quadrivalvis var. hystricina,3,NA,5,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242231,Mimosa quadrivalvis var. latidens,5,NA,7,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242232,Mimosa quadrivalvis var. leptocarpa,24,NA,44,NA,12,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242233,Mimosa quadrivalvis var. nuttallii,12,NA,20,NA,4,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242234,Mimosa quadrivalvis var. occidentalis,3,NA,5,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,242235,Mimosa quadrivalvis var. platycarpa,4,NA,6,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,339345,Leptoglottis occidentalis,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349571,Mimosa microphylla,2,NA,2,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349617,Mimosa quadrivalvis var. diffusa,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349618,Mimosa quadrivalvis var. distachya,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349619,Mimosa quadrivalvis var. floridana,2,NA,2,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349620,Mimosa quadrivalvis var. quadrivalvis,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349621,Mimosa quadrivalvis var. tetragona,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,349622,Mimosa quadrivalvis var. urbaniana,3,NA,3,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,350833,Morongia microphylla,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,381499,Schrankia angustata,1,NA,1,NA,1,1,Mimosa quadrivalvis
schrankia nuttallii,Mimosa quadrivalvis,381500,Schrankia floridana,1,NA,1,NA,1,1,Mimosa quadrivalvis
viola rafinesquii,Viola bicolor,100981,Viola bicolor,11,1,14,2,5,1,Viola bicolor
gaura parviflora,Gaura mollis,68069,Gaura mollis,27,5,56,23,21,1,Gaura mollis
erysimum capitatum,Erysimum capitatum,21994,Erysimum capitatum,77,11,264,107,79,1,Erysimum capitatum
erysimum capitatum,Erysimum capitatum,225048,Erysimum capitatum subsp. angustatum,10,NA,10,NA,2,1,Erysimum capitatum
erysimum capitatum,Erysimum capitatum,225049,Erysimum capitatum var. angustatum,1,NA,1,NA,1,1,Erysimum capitatum
erysimum capitatum,Erysimum capitatum,225050,Erysimum capitatum var. perenne,1,NA,1,NA,1,1,Erysimum capitatum
erysimum capitatum,Erysimum capitatum,318056,Erysimum capitatum subsp. lompocense,1,NA,1,NA,1,1,Erysimum capitatum
